symbol,total_dividend_yield_1Y,total_dividend_yield_3Y,total_dividend_yield_5Y,total_dividend_1Y,total_dividend_3Y,total_dividend_5Y
SH605058,0.023246803565,0.053472265080000005,0.074223566657,6.0,12.0,16.0
SH605060,0.016362786349,0.054449469595,0.093652615553,3.5,10.4,17.08
SH605066,0.032765399738,0.117392629888,0.140848454751,2.5,8.5,11.5
SH605068,,0.00408496732,0.037720847774000005,,1.0,11.5
SH605069,,,0.013633265167,,,2.0
SH605077,0.044194494769,0.096193661444,0.130375929392,7.0,20.0,36.0
SH605080,0.006621848739,0.018251053266999998,0.025466060482,1.97,5.11,9.610000000000001
SH605081,,,0.037509377344,,,10.0
SH605086,0.007206083535,0.041621500039999995,0.058423944032,1.88,9.57,12.87
SH605088,0.016891891892,0.073773578736,0.106808064846,6.0,17.0,22.0
SH605089,0.014516129032,0.057160700049,0.07394485580599999,3.6,18.6,28.6
SH605090,0.04327606157,0.099963433918,0.114955702622,12.306799999999999,26.3068,30.5998
SH605098,0.045979356309000005,0.168782517709,0.222383820302,17.5,65.5,87.5
SH605099,0.018906942393,0.06788146910500001,0.095832975235,6.4,17.4,27.128700000000002
SH605100,0.013449257446999999,0.07015344735199999,0.118593764965,3.0,10.0,23.5
SH605108,0.006292606188,0.029716100511,0.049297762402000005,1.2,6.05,9.85
SH605111,0.002125367287,0.014136324433,0.021585917681,0.651,7.4574,17.357400000000002
SH605116,0.014009661836,0.029777019677999998,0.043699081274000004,2.9,6.7,9.2
SH605117,0.044609766757,0.074645859329,0.086158550412,37.08,80.68,100.68
SH605118,0.02656849671,0.055030421365,0.074652351946,6.1,10.7,13.4
SH605122,,0.002030008826,0.020654755457,,0.23,7.03
SH605123,0.011092561108,0.044087526249,0.053884815888,7.58,30.759999999999998,38.84
SH605128,0.008510638298,0.020426981315000002,0.042869932195,3.88,8.879999999999999,16.13
SH605133,0.003875968992,0.016840271141,0.034224300575000005,1.5,4.7,8.7
SH605136,,0.009296868366,0.027319137719,,0.56,4.46
SH605138,0.007971014493,0.048114591479999996,0.057563410378,0.55,3.4930000000000003,4.573
SH605151,0.003787878788,0.038649971367000005,0.070169853546,0.8,6.6,12.4
SH605155,0.021097046414,0.048325388346999995,0.0735702613,2.5,6.5,11.8
SH605158,0.016910935738,0.06250381085199999,0.098750466477,1.5,4.7,8.2
SH605162,0.023225806452,0.062005786154,0.10000795770700001,1.8,5.1,8.6
SH605166,0.011917562724,0.059361755243999996,0.0872012625,1.33,6.29,9.341000000000001
SH605167,0.010541044776,0.019873281886,0.03037984849,1.13,1.91,3.0300000000000002
SH605168,0.026392961877,0.081936016053,0.131913421494,7.2,46.2,106.03960000000001
SH605169,0.022977941176,0.065299773129,0.12538149724300002,2.5,6.5,17.5
SH605177,,0.027313763911,0.046785478214999995,,6.1662,11.6662
SH605178,,,0.003586258966,,,1.9
SH605179,0.001926502641,0.009773843978,0.022937109285,0.4,1.2,3.6599999999999997
SH605180,0.009154929577,0.028117519054,0.06718001905399999,1.3,4.1,14.100000000000001
SH605183,0.016675931073,0.052744914162,0.108082938022,3.0,9.0,19.0
SH605186,,0.008071978626,0.016143248845,,1.9,4.95
SH605188,0.000802568218,0.0031489937319999998,0.015417133394,0.1,0.30000000000000004,1.35
SH605189,0.011428571429,0.036064224942,0.068361521998,1.8,6.0,13.0
SH605196,0.003408480945,0.018080841387000002,0.021251250898,0.635,1.855,2.0949999999999998
SH605198,0.005307855626,0.018721824482,0.023142252684000005,2.5,5.7,6.7
SH605199,,0.012742099898,0.018033105189,,1.25,2.75
SH605208,0.003002309469,0.009418174461,0.026238134953,0.39,0.98,4.28
SH605218,0.002737680438,0.016993539521,0.029593056793999997,0.55,2.91,4.61
SH605222,0.002614379085,0.017828719148,0.030958408323,0.4,3.06,5.510000000000001
SH605228,,0.007169695576,0.024895315350000002,,0.72,2.27
SH605255,0.007884552418,0.039049369892,0.11228542819500001,2.25,6.65,18.55
SH605258,0.023817625043,0.047654324317,0.075909743911,7.0,12.5,20.5
SH605259,0.029296875,0.08127521927,0.116673449358,6.0,21.0,31.0
SH605266,0.048182216382,0.092633972324,0.140170658467,11.0,38.45,77.2
SH605268,0.020833333333,0.07649037847500001,0.10040226720800001,2.0,7.0,10.14
SH605277,0.009633911368,0.031329325552,0.08692050594,1.5,5.5,18.5
SH605286,0.004723367831,0.030178492406000002,0.039549360742,1.7999999999999998,8.0,10.5
SH605287,,0.01960112516,0.025671541994999998,,3.2,4.7
SH605288,0.007583417594,0.028658341993,0.05076461678,3.75,11.05,26.27
SH605289,,0.009134088418,0.032737550259,,2.5,8.5
SH605296,0.012786885246,0.02363757969,0.037660390649,3.9,6.4,11.4
SH605298,0.01179245283,0.028715300679,0.070517457431,1.5,4.0,12.0
SH605299,0.023364485981,0.074547655097,0.12180789482900001,2.0,7.5,12.8
SH605300,0.004273504274,0.030343687866000002,0.038156187866,0.6,4.3,5.5
SH605303,,,0.02062028149,,,3.0
SH605305,0.026791390525,0.04657272347,0.063593145029,8.2,15.4,26.77
SH605318,0.011009174312,0.052048100509,0.093693595578,3.0,9.0,15.0
SH605319,0.020375237544000002,0.054522863877,0.06364695146800001,6.699999999999999,13.5,15.0
SH605333,0.008205494113,0.010013812377000001,0.014562447786000002,2.3,2.8,3.4499999999999997
SH605336,0.016065249629,0.10844321022,0.170817473511,3.25,16.42,34.47
SH605337,0.054998720827,0.108950839724,0.128691362503,7.4,15.4,24.9
SH605338,0.042530568846,0.078547054824,0.091837559692,8.0,15.2,19.4
SH605339,0.010089020772,0.03242195971,0.055492816687,1.7,5.8,11.7
SH605358,,0.014256111453,0.022590360168,,5.0537,11.6537
SH605365,0.027814569536,0.069493099805,0.077894183816,4.2,10.4,11.64
SH605366,,0.02683461439,0.05823025124,,2.9,7.5
SH605368,0.08042279411799999,0.250569678558,0.321327573128,8.5,31.5,41.5
SH605369,0.014847809948,0.046633354553,0.080872778495,4.0,18.0,49.8
SH605376,0.004014989293,0.034911954449,0.043359211462,1.5,9.5,14.3
SH605377,0.066221040107,0.17235836828,0.230182241225,6.8,27.2,38.4
SH605378,0.020593080725,0.074245906705,0.103865250989,5.0,17.5,26.0
SH605388,0.009803921569,0.028908116125,0.055136242155,0.8,2.8,8.200000000000001
SH605389,0.018138733305,0.069184006856,0.090665609677,7.2,18.2,27.2
SH605398,0.000461538462,0.010695687087,0.027320461828000003,0.15,2.85,9.35
SH605399,0.007142857143,0.031154384830999998,0.052666534376,1.0,6.0,13.1
SH605488,0.003115264798,0.030764328956,0.07309944482,1.5,5.5,15.5
SH605499,0.017117541788,0.04930666318,0.067820687705,50.0,120.0,150.0
SH605500,0.021126760563,0.05996439721,0.104700026925,1.5,4.5,12.3
SH605507,0.028617383089,0.072455172602,0.080973060166,6.0583,15.073599999999999,17.0736
SH605555,0.016762452107,0.057972768733,0.068212675111,3.5,12.0,15.5
SH605566,0.00488997555,0.014597808358,0.046283486432000004,1.0,2.55,10.05
SH605567,0.010395010395,0.021951250765,0.028595769037,1.0,2.5,3.5
SH605577,0.011727912432,0.026788205399,0.035371896386,1.5,3.4000000000000004,4.4
SH605580,0.021987686895,0.098474198332,0.136468119305,2.5,12.0,17.0
SH605588,,0.004066238675,0.008254882795,,1.84,3.1900000000000004
SH605589,0.020408163265,0.053071052783000006,0.069623734241,5.5,11.5,16.0
SH605598,0.005248618785,0.016824687099,0.018957388521,1.14,4.1638,4.5238
SH605599,0.038318254391,0.125676994311,0.156578281865,7.2,18.8,22.4
SH688001,,0.017380570254,0.028364390144,,4.7,8.7
SH688002,0.002092464325,0.010153882041,0.014554843913,1.6,4.45,6.9674
SH688003,0.011473152822,0.036564182282,0.060969632933,5.0,14.0,21.0
SH688004,,0.0,0.01081529277,,0.0,3.37
SH688005,0.019956850054,0.038746749760000004,0.041712482867,3.7,9.7491,12.6991
SH688006,0.005015399205,0.036253876883,0.04292703884,1.24,9.24,14.3307
SH688007,0.001850812408,0.009012898084,0.014654237595000001,0.2506,1.4892,3.0897
SH688008,0.006442056105,0.017478720071,0.027288514779,5.9,11.9,17.9
SH688009,0.030088495575,0.086379886303,0.15997693876,1.7,5.1,8.799999999999999
SH688010,0.001679434296,0.004159126472,0.011562261662,0.57,1.15,3.0612
SH688011,,,0.002065582236,,,0.8
SH688012,0.001645097609,0.005325077428,0.005325077428,3.0,8.0,8.0
SH688013,0.027220924052000002,0.065581112511,0.082523738618,10.0,17.5,21.5
SH688015,0.011380504701,0.039062773076,0.072978503747,2.3,8.0,17.2
SH688016,0.016289465757,0.061971375616,0.07553382652,16.5,86.12049999999999,116.12049999999999
SH688017,0.000823045267,0.004189500379,0.010013276905,1.0,5.0,14.0
SH688018,0.003108969377,0.012542931641,0.032883269773999996,6.0,16.0,37.0
SH688019,0.002446449929,0.006374603564999999,0.008648448619,4.5,12.2,18.39
SH688020,0.005329908676,0.010476935108000001,0.022346924908,1.8676,3.737,10.612
SH688021,,,0.017893058406,,,5.800000000000001
SH688022,,0.002866099418,0.007184340716,,1.28,2.9299999999999997
SH688023,,0.0,0.000691682518,,0.0,2.0
SH688025,0.00622314417,0.017742200933,0.028893864471,4.2,10.174800000000001,14.6148
SH688026,0.004470300061,0.015597022155,0.026368345171,0.73,2.1654,9.3654
SH688027,,,0.000594206487,,,1.2
SH688028,0.012864129933,0.043272907871,0.06374575271499999,3.4000000000000004,9.9,17.1
SH688029,0.02047869037,0.049347713633,0.057888002206,15.0,35.5,49.0
SH688030,,,0.009655272262000001,,,2.27
SH688032,0.031326480666,0.070136594851,0.073418870562,32.0,145.0,175.0
SH688033,,0.007171895504,0.012736026669,,0.65,1.4500000000000002
SH688035,0.008349671212,0.020795683576,0.020795683576,3.5,9.0,9.0
SH688036,0.0288712679,0.082955525938,0.105578561634,23.0,86.0,111.8
SH688037,0.001016541909,0.004558376217999999,0.009597811591,1.1,7.1,12.1
SH688038,,,0.007598784195,,,1.0
SH688039,,0.0,0.015071643072,,0.0,7.508
SH688041,0.001196256421,0.003183911795,0.003183911795,1.7,3.2009999999999996,3.2009999999999996
SH688046,0.009162520908,0.027225335739,0.027225335739,1.4000000000000001,3.71,3.71
SH688048,,0.003630705394,0.008175333643,,3.5,8.5
SH688049,0.005574979634,0.017758266783,0.017758266783,3.3,7.3,7.3
SH688050,0.005016482729,0.010642074540000001,0.013272898602,3.5,13.5,20.0
SH688051,,,0.010569230769,,,6.87
SH688052,,0.002930832356,0.0051091256629999995,,8.0,16.0
SH688053,,0.01313559322,0.01313559322,,3.1,3.1
SH688055,,0.002583979328,0.00917776856,,0.1,0.478
SH688056,0.018450184502,0.061612097846,0.07618596803399999,6.0,17.2,23.7
SH688057,0.019968051118,0.133813522229,0.224186265939,2.5,17.5,37.5
SH688058,,0.008387096774,0.032335834463,,2.6,22.85
SH688059,0.009199632015,0.036796007241,0.054724222047999996,6.0,26.0,48.0
SH688060,,,0.011869361168000001,,,6.34
SH688061,,0.008465717806,0.008465717806,,5.8,5.8
SH688063,0.010344827586,0.039255138802,0.042971684781,4.5,36.7,48.4
SH688065,0.008316008316,0.015929231528,0.027822436006,4.0,7.7001,20.2001
SH688066,,0.001538279494,0.004664910935,,1.3,3.0
SH688067,0.004587155963,0.016133315674,0.031208692558,1.0,3.0,6.0
SH688068,,0.007716049383,0.054660409543000006,,2.0,67.0
SH688069,0.019328627556,0.041987357715,0.065238184595,4.0,8.1,19.7128
SH688070,,,0.006421482779,,,2.2
SH688072,0.001855670103,0.0043944739350000005,0.0043944739350000005,2.7,8.8,8.8
SH688073,0.020053475936,0.061303160622,0.061303160622,9.0,33.4,33.4
SH688075,0.019526482792,0.11245495106,0.133671049048,8.0,66.0,104.8
SH688076,0.014059753954,0.027737522633,0.03344528519,8.0,15.0,16.5
SH688077,0.007476635514,0.034938108814,0.052128578762,2.0,9.8,20.15
SH688078,0.004478103392,0.026392225357,0.041642087341,1.36,8.36,13.22
SH688079,,,0.012408142686,,,1.84
SH688080,0.004308684437,0.011548184996,0.018350458589,2.0044,5.1044,8.1044
SH688081,,0.0,0.008650519031,,0.0,2.0
SH688082,0.005232135713,0.015531899763,0.015531899763,6.5386,16.5222,16.5222
SH688083,0.005125051251,0.013408787105,0.018414119669,5.0,14.5,31.5
SH688084,,0.007783506338,0.007783506338,,5.0,5.0
SH688085,0.000199335548,0.007039218355,0.020053112563000002,0.042,1.672,5.232
SH688087,0.006309201511,0.019840665377,0.023088473107,1.6,5.5,7.5
SH688088,0.009512631784000001,0.02545822552,0.038512879689,4.7,9.65,14.25
SH688089,0.008063402889,0.033461341992,0.049868985142,2.0094,7.009399999999999,13.609399999999999
SH688090,0.00235349494,0.012031092436,0.024712329014,1.0,4.5,8.23
SH688091,,0.011314159463,0.011314159463,,6.1,6.1
SH688092,0.012172944698,0.044635511472,0.063382159417,2.8,12.1,17.3
SH688093,0.006573541495,0.048465823707,0.05878047103,1.6,9.2,12.4
SH688095,0.00471475719,0.014907829938,0.02613477852,3.0,12.0,28.0
SH688096,0.009715025907,0.020760681283,0.050566940597,1.5,3.0,7.0
SH688097,0.008379156965,0.018127793322,0.018127793322,2.35,4.5,4.5
SH688098,,0.018467361180000003,0.03689814749,,1.15,3.05
SH688100,0.021505978028,0.045820621116,0.067158579866,7.7,15.3,20.15
SH688101,,0.02055406613,0.048847255879000004,,2.3,6.6
SH688102,0.002934702861,0.014893531724,0.021095082112,0.4,2.0,2.8000000000000003
SH688103,0.00352251046,0.016264952899000002,0.022635023678,2.1047,7.1547,10.3047
SH688105,0.00657318142,0.049532554354,0.05330613926,1.5,15.0,18.0
SH688106,0.005580357143,0.044429956355,0.06831780520399999,1.0,8.5,13.5
SH688109,0.019764094949999998,0.031749712209,0.063959413158,6.8,9.8,23.8
SH688110,,0.003347502657,0.008260166412,,1.26,3.06
SH688111,0.003352686567,0.008565797375,0.013540371004,8.9852,25.076999999999998,38.077
SH688112,0.014210086375,0.052704608746,0.063411552556,5.1,22.4,27.0875
SH688113,0.011727989477,0.026875244120000003,0.029495426017,4.29,9.75,10.96
SH688114,,0.003971756399,0.003971756399,,3.6,3.6
SH688115,0.009619977023,0.03538266847,0.046334238195,4.4,13.280000000000001,17.78
SH688116,0.003184296619,0.017742928510999997,0.018892984677,1.46,5.41,6.8
SH688117,0.0028700287,0.016402093458,0.026523550947999998,1.4,5.9,8.9
SH688118,0.006524575903,0.014373869466999999,0.055011922185,1.5,2.5,10.5
SH688119,,0.026725145727,0.026725145727,,1.52,1.52
SH688120,0.00334001336,0.007772743786,0.007772743786,5.5,16.0,16.0
SH688121,,0.009040590406,0.009040590406,,2.45,2.45
SH688122,0.011141583819,0.043310327715,0.059331603774,6.5,23.5,37.5
SH688123,0.004189359028,0.018879961995,0.029986744693,3.0,13.8,20.6
SH688125,,0.014085341485,0.037244211331999996,,6.5,16.5
SH688126,,0.002640264026,0.002640264026,,0.4,0.4
SH688127,0.008385744235,0.019484523369,0.031775781706,2.0,4.0,7.0
SH688128,0.020990764064,0.061716733484999994,0.093493570098,5.0,13.5,20.0
SH688129,0.005110732538,0.021374317291,0.048451520598,1.5,3.5053,7.9053
SH688130,0.0,0.003456221198,0.003456221198,0.0,1.5,1.5
SH688131,0.004717403836,0.01504554808,0.018145325832,2.3,8.0,13.3
SH688133,0.003319108582,0.009540172590000002,0.01271318035,0.7,3.7,9.794799999999999
SH688135,,0.006365372374,0.025187584962,,1.0,8.34
SH688136,0.001552192472,0.001552192472,0.006998597918,0.8,0.8,2.6
SH688137,,0.025918666931,0.025918666931,,10.0,10.0
SH688138,0.009130952264999999,0.021854056438,0.030131365509,2.6,5.4,6.9
SH688139,0.015044814341,0.036163061072,0.046722669765999994,4.7,14.350000000000001,23.151
SH688143,0.00122819946,0.012423900311000002,0.012423900311000002,0.5,5.5,5.5
SH688146,0.005852503383,0.017387361234,0.017387361234,1.73,5.8100000000000005,5.8100000000000005
SH688147,0.001497617427,0.004700330313,0.004700330313,0.44,1.29,1.29
SH688148,,,0.00461361015,,,0.8
SH688150,0.012536765093,0.027042288685,0.030502496296999998,3.1,5.9,6.9
SH688151,0.002533566842,0.007893399737,0.022070293515999997,0.434,1.429,4.779
SH688152,0.0,0.002944534583,0.002944534583,0.0,4.9,4.9
SH688153,,0.001633016627,0.001633016627,,0.55,0.55
SH688155,0.011587441279,0.025798461732,0.025798461732,6.0,12.0,12.0
SH688156,,0.007525913906,0.032206320221,,1.5,6.5
SH688157,0.005551542693,0.016759048356,0.023700648182,2.3211,7.6211,14.6211
SH688159,0.001813369963,0.001813369963,0.001813369963,0.9901,0.9901,0.9901
SH688160,0.003457017746,0.020818749348,0.041230126962,3.0,10.0,16.0
SH688161,0.00982560643,0.027500705841,0.038979734539,2.7,8.704799999999999,13.9048
SH688162,,0.007896625987,0.012917546488999999,,3.3,6.3
SH688163,0.015493466369000002,0.069060973064,0.101203830207,3.2,13.9,22.9
SH688166,0.001639064367,0.009447514273,0.017151692439,0.96,3.0599999999999996,5.1
SH688167,,0.008672120253,0.008672120253,,7.386100000000001,7.386100000000001
SH688168,,0.002192982456,0.011622835469,,0.5,5.5
SH688169,0.00532159204,0.028147846627999996,0.034047252601,10.6964,79.2941,120.8441
SH688170,,0.022709079562000002,0.03347797898,,7.0,12.0
SH688171,0.0013478819,0.012632652136,0.021458777467,0.42,2.6799999999999997,4.68
SH688172,,0.0022172949,0.0022172949,,0.4,0.4
SH688175,0.005336179296,0.023277948625,0.038163331179,1.0,6.0,11.0
SH688178,,0.01309164149,0.01309164149,,2.6,2.6
SH688179,0.006578947368,0.033333435352,0.043484136208,1.0,6.5,15.5
SH688181,,0.013606018027999999,0.024040463334,,4.01,9.39
SH688182,0.002793296089,0.00949774343,0.016065887929,0.75,2.0375,2.8375
SH688183,0.011887256539,0.027406170214999998,0.066515825341,5.5,7.1,12.0
SH688184,,0.010309278351,0.010309278351,,3.3,3.3
SH688185,,,0.005171299289,,,8.0
SH688186,0.014288382518,0.025507642180999997,0.051326233873,3.825,5.4249,12.924900000000001
SH688187,0.030430011607,0.056883597083000004,0.069714514011,14.4,27.7,36.7
SH688188,0.015519053355,0.033309200906,0.043488968981,28.26,71.84,103.24000000000001
SH688189,,0.0,0.007881906826,,0.0,2.91
SH688190,0.009958008057,0.033034534686,0.037639614227999996,9.3,26.5,29.799999999999997
SH688191,0.017507002801,0.035961193058,0.05407365382,5.0,8.2,11.7
SH688193,0.002474634991,0.015609642106,0.015609642106,1.0,5.25,5.25
SH688195,0.001949860724,0.010753450663,0.024581419261,0.7,3.1029999999999998,6.053
SH688196,0.011039964672,0.052608009684,0.087506066509,5.0,23.2,42.9
SH688198,0.00757002271,0.019428014468,0.023520867082,8.0,21.0,28.0
SH688199,,0.0,0.020511264482,,0.0,8.5
SH688200,0.004884402475,0.01724383968,0.024248417207000002,7.5,29.4,60.8
SH688201,,0.012303592284000001,0.028764537666,,3.9499999999999997,12.7
SH688202,,0.002877591677,0.007946479122,,3.9,23.9
SH688203,0.005801932367,0.018190190179,0.018190190179,0.6005,2.1005000000000003,2.1005000000000003
SH688205,0.005014563885,0.023236402152999998,0.023236402152999998,4.0,12.2,12.2
SH688206,0.001077586207,0.0037180992210000003,0.004351411444,0.3,1.0,1.2
SH688207,,0.0,0.0,,0.0,0.0
SH688208,0.026533124773000002,0.058209817816,0.067744782872,10.8,18.8,24.8
SH688209,0.005217391304,0.021387607976,0.022966992847,0.9,3.68,4.0600000000000005
SH688210,0.006342494715,0.026637374436,0.032990614588,1.5,6.1,8.1
SH688211,,0.003270816158,0.018334838252,,0.7935,6.7935
SH688212,0.001665972511,0.0076030396,0.011144512107,0.8,3.8,5.7
SH688213,0.001557470668,0.00474896003,0.00474896003,1.5,3.15,3.15
SH688215,0.002176138829,0.009717127527000002,0.01851015525,1.0032,3.2032,6.2032
SH688216,,,0.017887019872,,,5.6
SH688217,0.005946135012,0.005946135012,0.005946135012,1.7,1.7,1.7
SH688218,0.008711600183,0.030653325653,0.040810594644,1.9,6.3,7.699999999999999
SH688219,0.01171875,0.026108814379999998,0.033297531027,1.5,2.7,3.8506
SH688222,0.003665241295,0.007828438631,0.012508943061,0.6,1.1,2.1
SH688223,,0.033064539259,0.034608163420000004,,3.1300000000000003,3.3600000000000003
SH688225,,0.001291322314,0.00789198238,,0.25,1.65
SH688226,0.005426633345,0.024982085965,0.035186167598,1.52,5.2324,6.4824
SH688227,,0.004932912391,0.011728137368,,1.25,2.73
SH688228,0.002353858145,0.013609368009,0.031018043484000002,1.51,7.827,13.627
SH688229,,,0.002534854246,,,2.0
SH688230,0.016711928139,0.041908827435000004,0.048115509963,8.0,20.0,26.0
SH688231,0.013016462937000001,0.03391427317,0.03391427317,2.5,7.3,7.3
SH688232,0.011734028683,0.041807733661,0.055619888357,3.6,13.2,18.2
SH688233,0.002724300763,0.005348972679,0.015508180371,0.75,1.75,6.85
SH688236,0.002215189873,0.048535369677,0.055359516659000005,0.49,8.07,9.370000000000001
SH688237,0.012777151447,0.028481539438,0.028481539438,3.4,6.8,6.8
SH688238,,0.0,0.0,,0.0,0.0
SH688239,0.005341102209,0.011185800233,0.014750227251,2.2,4.300000000000001,6.300000000000001
SH688244,0.001306165099,0.009493210976,0.009493210976,0.5,6.06,6.06
SH688247,0.006037078863,0.018459909951,0.018459909951,0.62,1.9,1.9
SH688248,0.006968968706999999,0.019900331238000002,0.023297613412,2.6500000000000004,7.0,7.85
SH688249,0.005096839959,0.005096839959,0.005096839959,1.0,1.0,1.0
SH688251,0.007118807119,0.022483283463,0.022483283463,1.48,4.68,4.68
SH688252,0.003100775194,0.0073528632730000005,0.0073528632730000005,0.72,1.28,1.28
